,F,L,E,I,delta,theta
1623,2258.7805,6.397127,196.24693,8771.898,11.450152,0.15382971
1624,4178.626,9.350384,187.39093,6103.3657,99.55948,0.9150969
1625,2452.262,7.1893206,177.71014,10438.559,16.374062,0.19574128
1626,2958.528,10.0865965,184.63794,10369.592,52.8574,0.4503757
1627,2828.2637,10.748516,169.24814,7514.824,92.045265,0.73598135
1628,2036.6464,6.39094,178.13943,8202.447,12.127887,0.1630926
1629,3553.8027,9.435121,183.11609,10826.426,50.18834,0.4571611
1630,3745.7358,10.188359,138.31961,7036.266,135.67587,1.1444907
1631,3388.4836,10.772926,143.64389,11350.107,86.616,0.6910004
1632,4603.18,10.388144,185.65231,6167.6245,150.22156,1.2428198
1633,3571.9214,8.991677,149.982,12129.93,47.577915,0.45475608
1634,3226.7773,8.6461525,117.465675,7358.8916,80.42536,0.7994365
1635,2681.8354,9.015097,111.23006,5743.913,102.516075,0.97731704
1636,2609.142,7.0095487,177.96378,10363.352,16.241076,0.1991309
1637,3286.7441,8.010178,191.41597,9974.305,29.49241,0.31643322
1638,2619.6436,8.461445,188.83061,6176.671,45.35525,0.4606775
1639,2510.4905,6.918032,158.32095,13455.979,13.0056305,0.16157071
1640,3301.6064,8.389153,184.51404,7876.689,44.708008,0.45801643
1641,3235.1511,8.167892,104.09334,12465.352,45.287247,0.47651854
1642,2584.366,7.624788,113.97685,8337.848,40.18329,0.45293048
1643,4376.4346,7.7321496,101.88848,12509.32,52.91041,0.58810484
1644,4772.115,6.0101843,190.2843,7330.6924,24.7574,0.35402274
1645,2477.2576,10.882488,149.54758,6372.1978,111.67755,0.88196546
1646,4157.0137,9.732257,126.97676,5826.7446,172.64366,1.5245827
1647,2803.9844,10.307417,166.91867,7202.834,85.13252,0.70983857
1648,3344.249,6.371906,131.28336,7045.1064,31.180866,0.4205646
1649,4900.257,6.052485,117.93279,11552.944,26.581009,0.37744325
1650,3691.94,10.359163,169.28491,6529.6465,123.76547,1.0268067
1651,2069.7896,8.060993,159.15494,8737.356,25.987858,0.27707404
1652,4878.933,8.889697,114.19408,7865.0566,127.20935,1.2298324
1653,3436.536,9.753598,117.0669,7801.0127,116.38823,1.025553
1654,2748.899,8.659756,173.44348,8948.782,38.33827,0.38048783
1655,2707.835,8.417203,188.01883,11983.001,23.891169,0.24394025
1656,4786.2993,9.9854965,154.07036,7644.203,134.87651,1.1608618
1657,3525.316,10.497206,124.88575,5729.3154,189.9688,1.5553298
1658,4328.5024,7.8033113,174.14372,12563.569,31.335194,0.34511775
1659,4485.8423,6.365601,158.72028,6885.1025,35.293777,0.4765107
1660,2917.8027,7.129157,106.226036,12605.383,26.318563,0.3172765
1661,3627.3167,10.286563,117.597755,9041.953,123.76954,1.0340878
1662,2529.717,8.717388,160.94385,8968.009,38.702538,0.3815636
1663,4752.5806,10.640606,180.93872,13720.657,76.87779,0.62093824
1664,2706.8086,7.625463,133.93681,10310.082,28.971624,0.32652807
1665,4496.33,6.131194,174.17667,5429.0273,36.53088,0.5120695
1666,3880.0535,9.276362,119.03436,5186.462,167.22687,1.5493238
1667,4425.302,7.434655,197.84668,5290.629,57.911934,0.6694546
1668,2443.1453,7.005354,185.6272,6179.18,24.408764,0.29945362
1669,3453.3516,10.058604,159.36536,11126.596,66.065765,0.5644853
1670,4277.2393,8.673855,172.24463,11369.045,47.512627,0.47077218
1671,3440.127,8.286526,167.40784,11831.819,32.9415,0.34165266
1672,3478.4775,10.934674,120.49514,5359.2676,234.75267,1.8450942
1673,4230.957,10.677839,149.564,12204.109,94.06636,0.75712025
1674,2378.8972,6.4576964,163.33302,13489.265,9.692259,0.12899154
1675,3199.2666,6.2018566,138.7143,11266.318,16.277626,0.22557098
1676,4183.238,7.263748,197.94727,7725.8926,34.944233,0.4134553
1677,4235.673,6.5589485,130.71817,5597.751,54.444534,0.7134013
1678,4893.174,7.185839,105.34652,13949.007,41.18493,0.4925777
1679,3203.276,10.186638,126.1962,9941.483,89.96388,0.7590165
1680,3855.4082,6.836508,103.59576,10470.357,37.85721,0.47591364
1681,2761.9597,10.792885,191.20241,9670.277,62.6003,0.49848574
1682,3248.248,9.280011,127.554535,12521.26,54.178818,0.5017587
1683,2746.9746,8.608585,114.821335,5077.183,100.20361,1.000381
1684,4611.6045,8.927624,144.59506,11774.93,64.24313,0.6184501
1685,3509.1372,9.027679,116.30958,6441.6655,114.86661,1.0935322
1686,4110.219,9.304388,123.88133,13673.912,65.14912,0.60177565
1687,4325.0693,6.4667635,175.49051,5988.0347,37.10179,0.49308488
1688,3779.5225,8.45652,112.46022,8507.602,79.631454,0.8092949
1689,3659.6284,10.158455,173.57962,10987.023,67.053276,0.5672913
1690,3390.213,10.983762,186.46193,10996.248,73.033875,0.5714617
1691,2229.3877,8.367746,149.88785,11005.219,26.395193,0.27110043
1692,3741.6763,6.714084,172.20183,9681.597,22.642302,0.2898329
1693,3167.6838,9.64895,121.992065,10735.381,72.42886,0.64512736
1694,2239.2075,6.2126303,188.99084,6471.241,14.634275,0.20244619
1695,4897.5254,10.728317,198.57208,9234.13,109.935036,0.88068056
1696,3340.0874,10.036541,161.88184,10754.693,64.65358,0.55363363
1697,2751.3699,9.626035,195.5638,13109.727,31.90714,0.28487504
1698,2039.7242,8.84149,100.341705,5836.5776,80.23924,0.7799652
1699,2118.4302,10.317326,144.50996,7723.6855,69.48194,0.57878685
1700,4071.205,7.490102,159.93465,6483.4844,54.99382,0.6310155
1701,2815.2432,6.414789,106.54066,7174.5986,32.406258,0.4341705
1702,2852.0403,7.118032,174.33159,6870.1567,28.626709,0.3456411
1703,2632.0679,10.360355,130.94427,8813.223,84.54317,0.70132244
1704,4710.8105,7.2505374,131.91588,11125.986,40.78021,0.4833849
1705,3139.417,6.5065794,110.329285,8624.821,30.29319,0.4001347
1706,4472.2734,9.047593,170.44089,10401.754,62.27675,0.5915708
1707,4690.8213,6.947048,113.61865,8436.073,54.693863,0.6766314
1708,2337.0474,8.39418,139.38971,5169.7314,63.94144,0.6546634
1709,4619.0674,6.9132075,172.21158,10072.311,29.32786,0.36459833
1710,3213.5635,9.028216,187.66731,9697.037,43.315548,0.41234025
1711,4936.6533,8.091873,161.30626,6444.022,83.87843,0.8908717
1712,4266.174,8.829854,131.34787,5166.9326,144.25206,1.4040495
1713,2046.9758,9.655596,128.25174,10611.061,45.13429,0.40173662
1714,3778.668,6.890262,178.06415,8261.723,28.00771,0.34934595
1715,4027.2886,7.6476336,159.27689,10401.239,36.243893,0.40730682
1716,2955.8413,6.8329463,192.09021,8516.38,19.21426,0.24167377
1717,4637.466,10.581833,168.8293,8391.962,129.27985,1.0499868
1718,2257.8123,7.604881,190.27911,7695.2173,22.60642,0.25547788
1719,3024.041,9.441496,109.709564,13824.145,55.93789,0.5091891
1720,4929.2446,9.076971,190.19641,5492.1597,117.63497,1.1138057
1721,4964.9707,6.0335464,127.02729,8382.753,34.13734,0.48626268
1722,4249.3135,6.725207,136.61577,8273.505,38.11747,0.48711592
1723,2604.5806,7.8575,150.29927,7916.135,35.399708,0.38719454
1724,2209.3982,6.5834765,140.62341,11781.579,12.684035,0.16558312
1725,2280.397,9.825625,159.89029,13501.053,33.402588,0.29216874
1726,3125.019,10.071497,194.55484,13211.31,41.40241,0.35330147
1727,4349.744,8.495414,120.12574,7310.2515,101.2343,1.0241345
1728,3974.9004,8.806117,165.44936,7536.471,72.564674,0.70819795
1729,3317.8386,9.1588125,109.81479,11286.455,68.554054,0.64329153
1730,4849.026,9.331491,157.85077,11915.491,69.82771,0.6431179
1731,4677.902,8.01645,191.19057,5727.03,73.36352,0.78652394
1732,2798.9268,7.5162954,183.71417,7459.745,28.907808,0.3305409
1733,2850.4155,6.9541855,192.81813,7378.8325,22.458988,0.27756062
1734,3482.4014,8.599548,177.06622,9061.994,46.007114,0.4597939
1735,3811.2769,10.476871,145.86325,7918.1323,126.49558,1.0376661
1736,3489.2617,8.189246,163.05482,6021.4585,65.05919,0.68277663
1737,4079.0955,10.651125,129.10727,8744.498,145.52695,1.1742536
1738,4534.922,9.374467,192.44113,8459.666,76.49573,0.70130104
1739,3229.5317,7.2136636,175.03525,9845.438,23.449057,0.2793723
1740,4236.6377,9.471056,113.404,7784.8076,135.89989,1.2332029
1741,3704.0083,9.501385,193.23282,7399.475,74.06783,0.6699719
1742,4075.778,7.3873553,149.25804,13517.823,27.14637,0.3158178
1743,4117.5205,8.061797,147.77739,8203.239,59.322136,0.6324101
1744,3099.0762,8.240368,136.31573,12180.305,34.81342,0.36308974
1745,2831.2102,9.382511,136.80798,6556.635,86.89919,0.79599535
1746,4141.1523,10.450745,152.50252,7549.2383,136.85527,1.1254551
1747,2539.623,7.9501743,125.59052,11331.137,29.89149,0.32313564
1748,4287.504,10.125673,103.489655,10388.506,138.00822,1.1713723
1749,2537.5686,9.847987,124.244705,6106.658,106.47741,0.9292314
1750,4529.0527,6.3337994,140.05014,12978.83,21.103764,0.28635812
1751,4101.8594,10.32762,187.75723,8274.941,96.93902,0.8067004
1752,3132.5227,8.398744,186.78278,9498.734,34.8669,0.3567902
1753,4357.3906,10.429636,120.04238,8887.292,154.45737,1.2727801
1754,3006.011,10.447336,148.08014,12936.829,59.643265,0.49064764
1755,3819.5664,6.0791397,135.56918,10589.342,19.924582,0.28168324
1756,3941.6357,6.417977,123.25157,11596.701,24.30092,0.32541567
1757,3653.1929,8.215425,141.20763,8521.205,56.115417,0.5870378
1758,3801.224,9.303349,132.65121,13986.665,54.99139,0.5080065
1759,3470.222,8.102125,177.94753,11251.201,30.728544,0.32595447
1760,3066.656,6.0932117,125.203094,11721.266,15.757706,0.22225964
1761,4336.8643,9.859882,157.69264,8626.932,101.859604,0.8878592
1762,4091.6467,7.0704336,121.78429,5774.801,68.54674,0.83321023
1763,4059.4927,9.634941,134.39474,12751.877,70.622215,0.62995005
1764,4512.673,10.265831,189.36119,5492.613,156.46779,1.30992
1765,2715.1702,7.6567783,125.45319,5051.261,64.110985,0.7196151
1766,3151.4927,10.005613,146.99347,9927.442,72.109215,0.6193854
1767,3457.2456,8.832445,197.75244,8630.168,46.527607,0.45273453
1768,4710.4766,7.7151566,167.11337,6257.89,68.9507,0.7680824
1769,2305.5337,8.662177,124.55006,12963.895,30.935133,0.30692965
1770,2639.601,9.399017,119.97984,9953.78,61.17417,0.5593704
1771,3142.7,9.779702,132.4663,7414.48,99.76368,0.87671965
1772,2218.6987,7.06544,134.34254,12393.772,15.666704,0.19056903
1773,2314.8955,10.368626,171.76935,11093.115,45.14135,0.3741685
1774,4527.5312,7.3175964,138.88376,5986.4536,71.12536,0.8353528
1775,3569.9731,6.3464346,192.16959,8756.182,18.077305,0.24480361
1776,2293.2852,7.4192657,122.56592,5622.757,45.30025,0.5247513
1777,3252.3213,6.2866936,134.3648,6992.289,28.670425,0.3919455
1778,3450.6846,9.200002,168.20401,10311.235,51.641712,0.4824215
1779,2966.7258,8.668301,189.93274,10746.693,31.556107,0.31286955
1780,2245.3271,8.378259,197.82965,7759.552,28.674221,0.2941384
1781,4316.3545,6.8080225,158.0029,7915.718,36.299732,0.45824352
1782,3314.7327,9.817901,152.10756,5657.212,121.51499,1.0637146
1783,4964.499,8.909423,127.59823,6718.0117,136.52667,1.316988
1784,2351.1992,7.8725605,178.25095,9214.018,23.282806,0.25417522
1785,2676.5188,8.942931,121.01755,9661.689,54.57419,0.5244708
1786,3422.0706,9.381724,136.85771,12031.846,57.20239,0.524017
1787,2455.4358,6.998013,108.21017,12489.467,20.75485,0.2548935
1788,4593.1587,7.779949,101.93284,13427.112,52.677334,0.58191675
1789,4659.9883,7.364702,177.9476,10375.07,33.608253,0.3921973
1790,4858.9014,10.712688,153.39685,6170.3604,210.3707,1.687721
1791,2553.1077,9.118167,189.85873,8227.633,41.30142,0.38928828
1792,4567.251,6.613281,189.78654,5540.0576,41.87982,0.5442542
1793,4541.5,10.265576,176.23767,9153.95,101.51279,0.84986776
1794,2903.1572,8.103033,170.0097,11856.469,25.542477,0.27091268
1795,3664.5957,8.672069,137.02414,10014.906,58.053574,0.57533413
1796,4214.7812,8.823466,176.55559,11554.91,47.306786,0.46078467
1797,4573.385,8.208021,174.0434,13299.354,36.420322,0.38134605
1798,2099.0046,10.86673,167.3089,11841.182,45.318405,0.3584179
1799,4993.3623,9.582926,148.55666,8564.297,115.128365,1.0325191
1800,3122.867,9.038252,157.46849,13599.811,35.888805,0.3412624
1801,4111.1675,7.5911007,150.22185,11994.594,33.268986,0.37665927
1802,2568.3665,9.0753975,113.71372,6160.325,91.351616,0.86509615
1803,2345.685,6.6797237,161.60693,10146.674,14.2115135,0.18285029
1804,2484.1477,7.6356506,113.24274,11670.451,27.893068,0.31395265
1805,4384.032,9.767612,174.26007,10943.312,71.41198,0.62834257
1806,2760.1,6.039493,120.20952,13832.063,12.189312,0.1734573
1807,4371.966,8.437105,133.66748,6546.891,100.01728,1.0188152
1808,3953.4712,7.5785894,126.28734,10133.676,44.822456,0.5083012
1809,4096.665,9.777235,189.46556,13862.72,48.59355,0.42714614
1810,3166.3638,6.938392,114.78907,6677.851,45.991623,0.56968373
1811,3025.5151,8.932715,175.53069,7076.3623,57.871597,0.55679566
1812,2798.1794,7.779267,175.0765,12549.148,19.986107,0.22080222
1813,2661.5476,10.597351,185.35373,11767.018,48.410236,0.39260313
1814,4883.047,8.126963,162.52771,13041.318,41.219765,0.4359043
1815,3418.481,6.6743674,177.25745,8718.51,21.922773,0.28229246
1816,2856.7466,7.7233143,189.525,12167.441,19.023735,0.21169274
1817,2104.3926,10.262398,159.84882,5632.436,84.20664,0.7051986
1818,3565.255,9.457157,167.00089,6905.452,87.16462,0.7921246
1819,2011.0436,9.035268,110.9033,10221.436,43.618122,0.41489652
1820,3482.337,10.058914,136.5885,6306.6006,137.14922,1.1718073
1821,4447.1113,9.465416,154.5336,9422.481,86.33515,0.78390217
1822,2636.0466,8.179466,156.05792,7820.9756,39.396713,0.413951
1823,4324.16,7.1759043,132.33495,13948.513,28.85413,0.34557733
1824,3021.5146,6.1076055,100.43311,8155.5933,28.014566,0.39420927
1825,2346.3345,9.7022705,136.99698,11066.043,47.117847,0.41737455
1826,2014.3416,10.449644,169.14206,10363.985,43.70569,0.3594598
1827,4245.169,7.5444956,193.05353,13835.849,22.74997,0.25915793
1828,2352.361,7.3763504,104.84854,9546.918,31.439949,0.3663145
1829,4232.415,8.931038,173.87173,12056.566,47.94244,0.4613517
1830,3714.768,8.269015,102.556305,6446.2573,105.901436,1.1006821
1831,4315.241,10.419544,102.184906,6253.7754,254.62497,2.1002264
1832,2372.4631,8.456722,118.687775,11829.467,34.06538,0.3461984
1833,4811.741,8.424698,143.39584,12295.753,54.39416,0.5548963
1834,2005.9531,6.175781,163.96469,7221.1157,13.302108,0.18511535
1835,2361.4473,9.263049,111.97444,13104.9375,42.634884,0.39557147
1836,4399.5312,8.508688,188.522,10983.887,43.626953,0.44066253
1837,3550.979,9.089787,195.21521,6949.71,65.525085,0.61953765
1838,2657.6975,10.028452,153.07632,11670.145,50.015163,0.42862913
1839,3185.353,9.563557,190.69919,13974.419,34.85074,0.31318894
1840,2165.0977,8.504762,127.36423,8346.521,41.762806,0.42202812
1841,2194.5366,8.307383,130.22026,12995.179,24.78297,0.25639117
1842,3178.181,7.23728,143.54774,8110.962,34.49171,0.40959364
1843,4644.2783,10.757589,155.46326,5276.342,234.95312,1.8770684
1844,3947.9675,10.580862,115.12068,5944.2954,227.80418,1.8503529
1845,3782.8564,8.48987,109.96313,7986.852,87.85753,0.8893893
1846,3102.4575,10.997074,169.75168,13756.216,58.89833,0.46029866
1847,4865.259,10.6953125,164.41634,11391.0625,105.93901,0.85128766
1848,3514.366,9.937269,198.91345,13380.067,43.192112,0.37355214
1849,4006.4792,9.785105,129.61435,11780.611,81.944,0.7197233
1850,3523.8413,9.489748,167.65701,9436.018,63.452488,0.57465595
1851,3734.0688,8.061454,129.82307,6526.5703,76.95986,0.82047397
1852,4000.2007,8.74844,174.68246,5410.2095,94.46891,0.9280517
1853,4651.0713,10.533873,147.23024,7993.172,153.98546,1.2563353
1854,4363.412,8.078762,187.0654,7512.77,54.568985,0.58051705
1855,3691.968,9.28022,177.77844,13550.045,40.831158,0.37813532
1856,4099.7,7.6931796,191.61737,8413.071,38.59749,0.43118834
1857,3048.903,8.910265,175.69478,8956.123,45.689384,0.4406955
1858,4525.306,9.951964,151.8785,10316.23,94.89336,0.8194847
1859,3921.0786,10.054831,193.08862,13194.062,52.152287,0.44577166
1860,4632.0205,9.723298,120.630905,9036.963,130.19939,1.1508248
1861,3265.7988,9.689594,197.1593,11859.83,42.35349,0.3756622
1862,2275.2864,7.899844,198.85934,6395.414,29.400568,0.3198535
1863,3796.3184,10.776477,197.7634,5212.7095,153.62515,1.2251786
1864,4110.076,10.256493,126.64395,8809.592,132.49059,1.1101967
1865,4712.0312,10.866693,123.50709,11561.719,141.14476,1.116301
1866,4081.387,6.478655,153.16342,12318.891,19.607147,0.26010185
1867,4054.214,7.367131,165.56989,11140.771,29.294361,0.3417429
1868,4693.708,6.4241195,175.08136,12910.625,18.350523,0.24549845
1869,2984.5083,8.721461,170.33514,6854.0737,56.528347,0.5570458
1870,4824.3916,10.410233,192.57446,10511.939,89.62332,0.73990256
1871,4269.041,6.7913275,137.47299,13244.041,24.481337,0.3098092
1872,4501.7686,9.154283,133.59633,6714.7363,128.32501,1.204761
1873,4569.785,8.449976,166.76001,12614.287,43.69043,0.44436997
1874,2274.519,6.172371,163.93336,5854.843,18.575552,0.25864473
1875,4281.2876,8.401828,120.83362,12426.944,56.36667,0.57658386
1876,4897.0063,8.2064705,154.83623,11846.052,49.18497,0.51509804
1877,2446.2183,7.28747,112.037506,13431.047,20.971573,0.24732503
1878,3371.4397,6.939844,135.33154,9013.3955,30.793274,0.38134676
1879,2584.5596,9.977976,130.37634,9252.563,70.94663,0.61108726
1880,3137.794,8.243448,193.82916,6796.399,44.47663,0.4636998
1881,3723.5417,8.004515,104.99132,13625.861,44.49617,0.47775093
1882,4302.3633,7.804941,120.478745,9344.217,60.56775,0.6669382
1883,3064.5264,8.180349,101.068504,8330.455,66.41606,0.6977745
1884,2079.6165,7.810439,162.61026,9793.959,20.738728,0.22820257
1885,4309.9443,7.0023,111.51555,11839.984,37.358204,0.45852086
1886,4341.546,9.56665,166.17703,7217.452,105.644745,0.9490781
1887,3228.069,8.463041,115.26945,5916.615,95.63425,0.9711825
1888,4784.1157,6.2643576,117.970955,8404.46,39.53895,0.54245347
1889,4656.3423,7.244604,124.45622,10858.832,43.668457,0.51804453
1890,3169.391,7.989956,157.50345,9952.74,34.375973,0.36976382
1891,3557.9243,7.5464554,195.94403,8302.921,31.328638,0.3567898
1892,3764.2256,9.089756,196.83562,10085.228,47.47026,0.44883153
1893,3206.0618,10.838814,146.22252,9134.16,101.88564,0.8078768
1894,3130.4546,6.695681,101.02516,12986.87,23.874617,0.30644712
1895,2822.9004,8.463316,133.48125,6855.7617,62.333282,0.6329849
1896,2646.9702,10.672228,130.94444,13839.574,59.18113,0.47658682
1897,4249.12,7.0427294,139.36522,9542.734,37.20262,0.45399013
1898,3054.5894,6.548772,169.10443,12660.754,13.356623,0.17528737
1899,2780.3926,9.166812,175.16174,11311.758,36.030518,0.33780494
1900,4821.3423,8.470872,172.16873,6115.4185,92.77919,0.941318
1901,3739.8257,8.467297,164.28342,12727.846,36.19227,0.36735412
1902,4582.283,10.0706415,129.7586,7924.6543,151.71046,1.2947096
1903,4866.9404,6.360862,149.46959,6473.2305,43.152775,0.5830512
1904,3288.6948,7.0043325,156.36337,11469.373,21.005253,0.25773594
1905,3723.746,10.235113,124.46048,10350.97,103.30568,0.8674521
1906,4890.709,6.744874,145.52719,7236.6646,47.49955,0.6052426
1907,2467.9473,8.164362,143.75854,7385.7227,42.165257,0.44386035
1908,3050.259,9.660674,102.75936,13434.304,66.40507,0.5907553
1909,3713.4478,7.1347256,183.89613,5001.066,48.88242,0.58882916
1910,3398.2354,6.5613437,144.94489,10143.543,21.762964,0.28506184
1911,3899.3574,7.0070577,106.777016,9590.914,43.665768,0.5355737
1912,4288.742,6.6395903,189.55869,5907.146,37.36897,0.48370856
1913,2882.872,6.357661,123.0963,11456.085,17.511162,0.2367181
1914,3616.7974,8.090288,167.7022,5458.5366,69.73967,0.74084914
1915,4857.0713,6.179379,199.58563,9365.869,20.43668,0.2842362
1916,2651.2202,6.979423,152.31464,8550.277,23.070724,0.28408974
1917,2482.8093,8.684499,164.3852,12030.613,27.409803,0.27125332
1918,2349.6475,10.827969,169.86644,8528.572,68.63387,0.5447602
1919,4396.638,10.965096,187.78955,5336.7354,192.79231,1.5110929
1920,2124.152,10.589678,134.65886,9157.477,68.18704,0.5533921
1921,2770.5486,8.776768,121.86405,13043.065,39.281956,0.38465583
1922,4513.092,10.056616,146.08716,6907.9795,151.6161,1.2957087
1923,2600.7788,7.718378,189.10255,13292.312,15.858511,0.17658354
1924,4719.822,6.892666,154.29909,12004.865,27.81284,0.34679434
1925,2798.804,9.754628,184.74057,8986.508,52.15911,0.45955053
1926,3737.3003,9.486246,149.62827,9360.437,75.929436,0.68790686
1927,3696.3525,9.3799715,165.341,13226.949,46.496094,0.4260188
1928,3463.2075,9.663337,151.73862,9572.746,71.71433,0.637812
1929,4434.2666,7.8717875,151.3573,10110.49,47.11347,0.5143818
1930,4773.9824,10.339085,102.41902,9869.599,173.99057,1.446297
1931,2563.4565,9.862474,106.28829,9838.775,78.38553,0.6830679
1932,4341.25,7.412247,154.15651,5594.1123,68.3361,0.7923446
1933,3900.7803,10.337305,174.74669,6901.0996,119.10364,0.9902198
1934,3472.0483,9.400951,183.58763,13653.149,38.362217,0.35070804
1935,2451.1882,8.585213,152.16946,12180.727,27.893816,0.27923554
1936,3944.9575,8.537554,171.07608,9734.2295,49.139484,0.49466476
1937,4588.756,10.648779,170.91187,13753.134,78.57768,0.6341811
1938,2212.4912,8.5812235,106.83739,7742.8994,56.335365,0.56421643
1939,2114.669,9.379191,106.05333,11425.046,47.999317,0.43982866
1940,2025.374,10.324409,111.2327,7144.537,93.49168,0.77825457
1941,3846.5918,8.635131,150.85963,12978.865,42.164978,0.41965926
1942,3068.998,10.764795,118.38418,11980.828,89.972984,0.7183238
1943,3034.0586,7.020172,133.99934,11051.008,23.62879,0.2892728
1944,4896.7373,8.255742,142.51929,9230.904,69.81295,0.72676456
1945,3117.4019,8.702163,169.50809,12565.519,32.150093,0.31751844
1946,2547.4287,8.635567,161.59296,11947.443,28.32409,0.28188956
1947,3634.9268,6.682814,196.38379,11827.561,15.568678,0.20021945
1948,2676.708,10.885698,195.09955,7824.632,75.39256,0.5952317
1949,3060.5083,7.097172,118.102165,9625.52,32.08088,0.3884855
1950,4292.3438,10.30443,149.84248,8426.221,123.98735,1.0341114
1951,3846.191,7.5026627,158.25673,6872.258,49.78451,0.570286
1952,2470.669,9.494042,193.64993,10592.066,34.359653,0.3110366
1953,4928.0576,7.122486,134.50395,13371.362,33.00188,0.39821804
1954,4514.8438,7.4112597,130.34988,12148.928,38.685562,0.44861194
1955,2477.4727,9.159109,118.32719,8243.84,65.04789,0.610371
1956,4153.374,10.219141,186.84305,12072.441,65.50144,0.5508716
1957,4116.379,8.299075,135.83463,9166.248,62.99138,0.65232694
1958,2423.6736,9.437536,131.27374,13758.825,37.598415,0.34239292
1959,2445.8098,7.120986,183.81848,5047.3545,31.729914,0.38295048
1960,2257.9639,9.290256,196.00818,10711.859,28.743504,0.26590464
1961,4168.175,8.219109,147.89293,5526.087,94.39168,0.9870131
1962,3761.3374,7.9304037,114.75469,11644.324,46.79745,0.50715506
1963,4133.928,9.730888,190.73926,12732.695,52.280373,0.46174276
1964,2841.1616,7.670141,132.89977,12949.979,24.830847,0.27822876
1965,4627.8857,6.9731936,126.958755,8023.84,51.346596,0.6328398
1966,3691.5334,7.7908635,114.8488,9896.515,51.195717,0.56475735
1967,2303.1091,9.74674,125.95325,10678.027,52.853176,0.46604255
1968,3122.4487,10.893309,110.84174,7957.2285,152.5416,1.2034897
1969,4265.5054,10.759941,121.13929,13715.887,106.603134,0.85147905
1970,3829.8242,10.246336,104.452095,12581.52,104.499245,0.87651324
1971,3270.5264,6.9571714,139.92236,11727.408,22.37203,0.27636722
1972,2452.015,10.732546,170.10376,7667.186,77.474754,0.6203993
1973,2566.8975,9.517748,112.043724,12646.678,52.0626,0.47011656
1974,4793.799,8.944353,149.93018,7207.6885,105.808426,1.016682
1975,2640.7463,7.0507116,131.5619,5835.3994,40.188667,0.48987412
1976,4562.964,7.171771,174.1849,8090.7266,39.81136,0.47708353
1977,2997.9263,9.144955,193.30606,9085.749,43.51492,0.40895024
1978,3514.9934,8.278341,143.37186,12338.98,37.574226,0.39008623
1979,2039.3151,7.7937384,124.835014,11356.03,22.700615,0.25032583
1980,3012.4038,6.591683,111.58179,11122.012,23.174168,0.3021494
1981,4764.469,10.630863,120.62391,8135.9556,194.42717,1.571818
1982,2153.3005,9.273961,164.43616,12993.174,26.795794,0.24832202
1983,4254.743,8.828491,161.47217,13795.338,43.81084,0.4264901
1984,2237.6233,8.734884,176.92648,5622.7666,49.96827,0.49164426
1985,3718.779,9.845268,142.57053,13548.941,61.2388,0.53458035
1986,2140.0454,6.99238,175.69168,10382.332,13.369978,0.16433105
1987,2312.5486,8.400167,105.45386,11068.886,39.14417,0.40049124
1988,2289.0537,10.70663,163.44095,11258.598,50.891808,0.40851593
1989,2979.8745,8.111933,198.53967,12122.2295,22.030275,0.23340464
1990,3704.236,6.3594537,100.515076,9569.096,33.016777,0.4461992
1991,2400.242,7.0086126,124.043625,8341.244,26.621016,0.32644233
1992,3880.1543,10.049917,182.00845,7948.85,90.74429,0.7760162
1993,4403.4346,9.816549,142.18256,6611.727,147.70175,1.2931254
1994,4722.798,10.225542,123.34783,9326.792,146.30978,1.2297049
1995,4828.169,7.6164503,180.50323,6973.8906,56.488354,0.6374119
1996,4487.584,7.337619,153.35168,12185.4375,31.62475,0.37041265
1997,3058.3047,6.2898054,151.95834,6278.221,26.589487,0.36331776
1998,3361.7615,8.672483,134.8133,13411.765,40.425694,0.40061563
1999,4827.162,7.9596176,187.67197,5526.1826,78.23887,0.8447812
